time,total_pkt,avg_pkt_size,avg_size_ip,total_src_ip,entropy_src_ip,total_dst_ip,entropy_dst_ip,total_src_prt,entropy_src_prt,total_dst_prt,entropy_dst_prt,entropy_tcp_flag,avg_window_size,color
10,7245,304.5090807,5165.109005,437,0.729634987,434,0.733409775,425,0.653787673,389,0.656621453,0.566857739,17733.9382,no_attack
20,9205,364.4092947,8069.062954,428,0.700371386,413,0.70988878,384,0.640663565,349,0.651029487,0.497010239,16066.92538,no_attack
30,7508,335.5636729,5917.978723,436,0.709227792,437,0.715851959,404,0.639620072,370,0.646975475,0.557775962,17794.0966,no_attack
40,7905,362.0334312,6675.896471,444,0.709280686,455,0.711154466,400,0.642306062,372,0.657256379,0.551370456,17875.08172,no_attack
50,7196,267.8287402,4429.762791,446,0.721933331,442,0.731731158,406,0.657510534,351,0.670927293,0.545289742,17370.50015,no_attack
60,9274,378.6093614,8145.408879,444,0.651906474,446,0.659302704,414,0.604485438,374,0.609304065,0.517450902,15033.2067,no_attack
70,6611,207.7178626,3239.409524,434,0.723154045,442,0.725977854,405,0.660536173,369,0.655723367,0.49920456,17098.53051,no_attack
80,6006,232.5284225,3163.87643,450,0.727258775,450,0.739844124,455,0.668564597,418,0.667158153,0.566163693,17501.56348,no_attack
90,5510,184.3947804,2377.469194,437,0.724052085,436,0.712662727,419,0.662307501,378,0.657921927,0.542986086,16168.30507,no_attack
100,6844,227.61226,3795.406404,425,0.732040291,436,0.73445441,400,0.674694732,362,0.674677095,0.5419084,17074.25348,no_attack
110,7888,293.1202912,5158.258427,459,0.713802866,459,0.715942162,472,0.677854196,412,0.692004329,0.562485335,16455.41776,no_attack
120,7141,299.1547031,5014.907801,438,0.70948327,443,0.71777641,406,0.646424854,359,0.663589155,0.470876243,17034.75807,no_attack
130,8515,415.239115,8456.86988,428,0.66021383,429,0.657755134,389,0.616978908,331,0.617558503,0.49952465,16157.57951,no_attack
140,6613,264.9142378,3990.765517,449,0.699127829,449,0.709595444,412,0.643831549,360,0.642940486,0.483057092,18169.25047,no_attack
150,6205,285.6793744,4225.301205,433,0.698204344,431,0.70412349,388,0.640804882,333,0.64557788,0.534261101,17621.91418,no_attack
160,6733,318.4679922,5010.2109,441,0.697903947,443,0.704439856,374,0.640095956,327,0.651242393,0.562368219,17704.71116,no_attack
170,7008,321.5934082,5089.820046,452,0.706113765,456,0.715171411,415,0.659011932,364,0.666482988,0.567528623,17031.99896,no_attack
180,7283,324.554616,5738.571078,424,0.702662796,433,0.708820494,390,0.647518301,348,0.660468846,0.543536443,17447.64862,no_attack
190,7072,316.5722428,5130.95612,447,0.710630162,448,0.708864385,401,0.650945161,366,0.66288631,0.545750608,17706.37395,no_attack
200,8740,384.849631,7550.714932,452,0.698912554,462,0.704473923,435,0.620400234,395,0.636265246,0.563223435,17203.75215,no_attack
210,8030,297.3787005,5387.961364,459,0.697216608,455,0.69913032,461,0.654072471,422,0.656855004,0.583151545,17528.53965,no_attack
220,8346,295.864372,5960.479319,429,0.696962379,428,0.707947576,408,0.642289468,370,0.652376647,0.542497322,16443.41417,no_attack
230,7728,227.2612213,3940.565611,458,0.712282939,456,0.716904143,404,0.641713431,358,0.651623636,0.516427835,17070.74444,no_attack
240,9754,428.8590299,9965.573141,434,0.666614898,447,0.676163418,428,0.616868524,384,0.627900031,0.553343187,16157.19058,no_attack
250,9422,433.4434959,10078.90571,416,0.679660915,446,0.675449365,404,0.637009349,337,0.640741222,0.486627967,16561.02596,no_attack
260,9224,336.376229,7177.594406,442,0.694516199,447,0.706122974,449,0.635169304,400,0.651420023,0.598332355,18241.58164,no_attack
